Date (date),RTGS Volume (rtgs_vol),RTGS Value (rtgs_val),NEFT Volume (neft_vol),NEFT Value (neft_val),AePS Volume (aeps_vol),AePS Value (aeps_val),UPI Volume (upi_vol),UPI Value (upi_val),IMPS Volume (imps_vol),IMPS Value (imps_val),NACH Credit Volume (nach_credit_vol),NACH Credit Value (nach_credit_val),NACH Debit Volume (nach_debit_vol),NACH Debit Value (nach_debit_val),NETC Volume (netc_vol),NETC Value (netc_val),BBPS Volume (bbps_vol),BBPS Value (bbps_val),CTS Volume (cts_vol),CTS Value (cts_val),Credit Card (At PoS and e-Commerce) Volume (credit_card_at_pos_and_e_commerce_vol),Credit Card (At PoS and e-Commerce) Value (credit_card_at_pos_and_e_commerce_val),Debit Card (At PoS and e-Commerce) Volume (debit_card_at_pos_and_e_commerce_vol),Debit Card (At PoS and e-Commerce) Value (debit_card_at_pos_and_e_commerce_val),Prepaid Payment Instruments (PPIs) Card (At PoS and e-Commerce) Volume (ppis_card_at_pos_and_e_commerce_vol),Prepaid Payment Instruments (PPIs) Card (At PoS and e-Commerce) Value (ppis_card_at_pos_and_e_commerce_val),NFS (through ATMs) Volume (nfs_through_atms_vol),NFS (through ATMs) Value (nfs_through_atms_val),AePS (through micro-ATMs / BCs) Volume (aeps_through_micro_atms_or_bcs_vol),AePS (through micro-ATMs / BCs) Value (aeps_through_micro_atms_or_bcs_val),Credit Card Volume (credit_card_at_pos_vol),Credit Card Value (credit_card_at_pos_val),Credit Card Volume at e-Commerce (credit_card_at_e_commerce_vol),Credit Card Value at e-Commerce (credit_card_at_e_commerce_val),Debit Card Volume (debit_card_at_pos_vol),Debit Card Value (debit_card_at_pos_val),Debit Card Volume at e-Commerce (debit_card_at_e_commerce_vol),Debit Card Value at e-Commerce (debit_card_at_e_commerce_val),Prepaid Payment Instruments (PPIs) Card Volume (ppis_card_at_pos_vol),Prepaid Payment Instruments (PPIs) Card Value (ppis_card_at_pos_val),Prepaid Payment Instruments (PPIs) Card Volume at e-Commerce (ppis_card_at_e_commerce_vol),Prepaid Payment Instruments (PPIs) Card Value at e-Commerce (ppis_card_at_e_commerce_val),Government Securities Clearing Volume (government_securities_clearing_vol),Government Securities Clearing Value (government_securities_clearing_val),Forex Clearing Volume (forex_clearing_vol),Forex Clearing Value (forex_clearing_val),Rupee Derivatives (for all deals matched during the day) Volume (rupee_derivatives_vol),Rupee Derivatives (for all deals matched during the day) Value (rupee_derivatives_val)
"2022-01-16","0.43","3531.79","26.45","5645.48","0.64","18.5","1311.22","18000.91","113.13","6568.23","1.95","106.8","6.67","374.99","61.94","101.37","17.65","222.09","","","","","","","","","81.35","3025.64","26.55","636.7","14.44","417.07","20.78","1040.11","33.19","580.29","25.2","361.23","2.03","37.86","8.68","85.76","","","","","",""
"2020-09-23","5.16","387461.56","72.83","83977.43","0.55","8.6","607.23","10715.09","92.84","8271.95","72.58","2669.35","7.33","1144.07","37.73","66.32","8.26","135.84","23.18","18996.41","","","","","","","94.15","3648.09","22.54","509.8","","","","","","","","","","","","","","","","","",""
"2024-10-01","11.76","1105545.98","474.11","236161.56","0.36","14.76","5465.34","92658.75","177.97","27122.24","314.3","12406.87","47.66","6443.52","109.04","202.51","91.99","4906.54","24.88","31507.83","","","","","","","119.33","5675.56","30.45","816.2","32.52","1588.56","58.45","5237.41","29.96","741.01","14.4","683.01","4.2","14.96","1.85","115.61","0.06","766134.47","0.14","460007.17","0.01","44217.5"
"2023-07-24","10.42","572209.05","192.41","125009.8","0.58","17.54","3110.05","48206.15","155.9","16939.86","109.99","4449.9","29.32","2308.21","89.29","149.7","33.11","785.74","32.27","32273.23","","","","","","","94.88","3729.86","32.13","848.02","52.2","1831.81","54.58","3185.24","53.11","1218.3","26.3","665.46","0.81","14.49","1.11","36.88","0.07","674354.03","0.07","193145.57","0.01","22600.0"
"2022-05-01","0.59","5355.53","53.52","11249.15","0.38","15.7","2053.98","35380.47","171.66","14317.19","3.07","375.43","15.63","1849.37","91.75","146.41","21.39","242.53","","","","","","","","","121.42","5224.39","30.58","887.69","26.85","869.58","30.35","1778.79","54.68","1147.53","26.97","451.45","3.22","74.77","5.81","196.19","","","","","",""
"2021-02-17","7.16","388363.14","103.29","80830.71","0.38","10.08","814.96","14883.53","109.43","9842.89","31.89","1921.53","14.16","1667.59","59.95","95.08","11.82","177.23","30.25","25993.78","40.52","1534.2","97.28","1659.05","5.55","197.95","111.5","4501.75","23.09","633.23","","","","","","","","","","","","","","","","","",""
"2024-04-30","12.4","904342.91","397.57","268344.53","0.78","18.99","4492.95","80573.24","195.58","27567.29","87.06","12421.36","23.31","4920.68","107.07","190.56","51.37","1745.28","24.9","29182.41","","","","","","","105.56","4804.08","27.0","737.94","32.05","1527.27","40.54","3327.84","30.89","793.05","14.61","598.32","1.18","18.38","1.44","77.99","0.08","711950.25","0.2","1532634.53","0.01","28155.0"
"2022-01-24","9.29","546696.12","142.78","108276.11","1.01","30.63","1450.3","28414.48","143.05","13943.49","43.47","5308.94","25.95","1567.25","73.68","110.42","20.92","383.59","34.61","30830.73","","","","","","","93.72","3744.28","35.06","887.68","38.77","1317.93","37.7","2203.91","71.34","1394.0","48.84","768.02","2.06","45.02","10.28","71.14","0.04","611586.17","0.07","193606.02","0.0","16255.0"
"2021-12-29","7.93","517562.64","133.13","106636.93","0.79","24.4","1420.78","25271.47","142.73","13172.43","131.56","6685.9","8.98","1820.25","82.98","124.76","16.77","305.14","24.42","25900.01","","","","","","","99.89","3982.18","28.46","756.56","27.56","887.45","23.19","1451.05","59.83","1173.07","33.56","587.08","2.28","41.72","6.14","65.2","0.05","620795.95","0.08","175269.94","0.0","9855.0"
"2023-11-27","5.21","111604.95","160.94","74238.14","0.77","22.16","3448.65","47992.81","145.7","15008.83","64.08","1219.81","20.63","1987.9","112.11","177.85","36.96","865.65","10.92","11094.04","","","","","","","90.05","3543.95","28.33","750.91","26.2","1022.57","29.2","1704.14","26.83","644.49","10.35","281.83","0.79","15.68","0.79","32.2","","","","","",""
"2020-12-28","9.56","529214.17","144.42","138037.82","0.53","10.76","734.21","14095.93","118.51","10785.37","165.77","7134.96","70.37","4671.74","44.36","70.87","8.95","166.71","44.22","36292.72","88.83","2844.58","158.45","2872.03","4.45","113.96","107.51","4279.26","34.62","850.15","","","","","","","","","","","","","","","","","",""
"2022-03-20","0.51","4778.74","27.57","7239.04","0.67","19.35","1588.62","21237.31","126.84","7751.55","0.91","117.52","13.0","2047.31","93.04","124.01","17.91","221.51","","","","","","","","","98.4","3544.59","26.8","676.11","25.69","760.69","20.46","1039.89","49.89","922.98","23.47","324.49","2.62","38.7","8.26","66.4","","","","","",""
"2023-09-09","2.06","19669.48","111.15","28547.28","0.34","13.0","3565.07","52442.49","157.14","15756.95","73.72","1315.27","21.33","1448.5","106.72","172.42","33.81","673.41","","","","","","","","","115.81","5052.29","35.32","924.78","32.21","1165.58","28.84","1595.43","36.1","856.44","12.68","330.61","0.99","16.52","1.5","31.84","0.0","0.0","0.0","0.0","0.0","0.0"
"2021-12-17","4.29","523746.21","94.47","88486.93","0.7","24.6","1461.15","24999.17","131.7","11365.73","91.44","2915.03","10.06","1078.85","76.06","120.5","22.18","379.52","17.17","16689.1","","","","","","","99.67","3992.58","31.29","859.42","26.39","819.1","25.75","1872.07","60.39","1152.42","34.61","560.65","2.07","39.58","9.22","82.3","0.04","630015.79","0.1","205507.19","0.0","15410.0"
"2022-06-01","7.82","535663.13","287.28","140338.06","0.78","23.54","1976.68","42008.82","191.0","21074.35","118.17","5756.97","24.95","3272.25","95.83","151.86","26.21","417.4","22.69","24429.0","","","","","","","134.53","6034.39","57.55","1542.96","28.11","992.57","28.97","2024.22","60.89","1223.5","31.52","630.71","2.62","72.07","5.18","167.92","0.07","686982.6","0.07","266933.64","0.01","34790.0"
"2021-07-31","5.74","213121.96","115.78","81028.62","0.68","16.37","1210.3","22584.56","135.66","11694.59","94.61","2791.79","5.99","1281.0","65.76","102.56","15.96","302.9","18.12","19084.09","27.11","1179.7","70.61","1235.21","7.33","82.88","107.96","4636.18","25.03","660.06","","","","","","","","","","","","","0.0","19675.45","0.0","0.0","0.0","0.0"
"2023-05-05","5.38","125377.03","146.8","78576.88","0.37","16.15","3127.48","53729.76","172.14","18794.6","136.52","3365.3","194.28","19362.11","108.54","176.05","39.24","762.13","11.04","13195.5","","","","","","","113.31","5021.43","33.63","971.62","26.45","1037.27","33.89","2450.65","36.65","831.73","17.15","453.81","0.92","24.45","1.05","36.17","","","","","",""
"2024-08-27","11.43","720596.45","245.15","180427.01","0.7","19.33","4521.45","60871.56","136.88","19186.28","46.04","4557.84","13.12","3296.88","97.64","168.11","60.65","2890.7","29.23","30613.43","","","","","","","81.12","3253.69","25.19","602.05","30.1","1300.85","40.61","2785.44","25.51","638.87","11.01","401.27","2.34","15.15","1.24","76.18","0.07","742648.12","0.13","296447.76","0.0","27462.53"
"2022-10-22","2.17","20853.26","93.6","27825.06","1.21","41.52","2608.12","44832.58","181.21","16664.7","51.18","2964.44","35.49","1278.35","111.14","169.07","28.32","480.95","","","","","","","","","151.99","6795.5","56.85","1589.6","21.17","918.81","17.4","1059.18","47.33","1287.02","14.9","322.59","1.53","32.73","1.98","40.89","","","","","",""
"2022-02-17","7.85","454615.81","129.96","99155.57","0.64","21.14","1599.93","29053.85","152.32","13756.7","83.3","3408.59","12.62","1521.64","87.55","131.83","25.62","446.23","25.85","24788.91","","","","","","","102.91","4275.36","35.02","945.53","24.86","791.71","23.74","1636.99","55.09","1071.97","32.62","554.45","2.09","37.24","8.79","96.35","0.05","683153.33","0.1","218041.42","0.0","17740.0"
"2022-03-04","8.65","475965.72","176.69","120542.42","0.44","17.81","1779.04","35210.29","167.14","17345.13","291.1","5569.1","23.94","3655.3","89.08","136.4","22.26","360.68","28.27","27386.79","","","","","","","118.21","5223.85","37.73","1077.94","26.34","946.49","27.92","1924.52","61.36","1192.47","35.39","652.29","2.61","50.33","9.7","151.96","0.06","698991.24","0.11","247566.24","0.0","39700.0"
"2020-12-25","0.54","5068.03","17.96","9024.13","0.41","9.11","702.45","11018.98","102.95","7021.65","926.84","18536.88","","","48.63","80.02","6.58","96.09","","","27.6","850.67","70.7","1132.32","4.23","117.56","100.54","3716.74","22.4","568.35","","","","","","","","","","","","","","","","","",""
"2020-07-05","","","9.74","2897.45","0.3","4.48","432.52","7115.05","55.19","4615.17","","","","","24.63","50.45","4.45","61.32","","","","","","","","","70.98","2790.42","17.31","376.34","","","","","","","","","","","","","","","","","",""
"2024-07-03","9.3","611154.52","286.21","135931.63","0.41","15.06","4845.59","78649.51","176.41","23336.79","180.0","6296.43","149.12","10169.86","102.49","181.27","66.07","2154.83","20.01","25613.06","","","","","","","106.05","4922.12","31.84","833.72","31.55","1592.91","46.49","3752.79","30.5","794.18","15.27","573.08","1.75","17.81","1.37","70.85","0.06","761957.33","0.13","313064.75","0.0","21725.0"
"2020-12-18","6.4","426752.65","102.16","92657.52","0.3","7.55","731.5","13170.33","116.65","8991.78","87.86","3106.05","11.88","1841.27","44.91","76.48","9.25","147.95","25.6","22507.92","39.8","1462.42","96.04","1676.6","3.36","102.94","105.33","4204.8","20.7","571.43","","","","","","","","","","","","","","","","","",""
"2023-06-03","6.67","187074.6","154.4","72719.76","0.25","11.72","3232.11","54799.2","169.45","18703.32","100.5","5267.13","93.42","5735.29","117.36","189.35","34.71","599.77","20.3","21466.51","","","","","","","122.92","5657.33","31.07","927.59","31.61","1157.96","32.44","2041.68","39.87","917.45","16.95","428.42","1.11","28.42","0.87","39.04","0.0","10758.98","0.0","0.0","0.0","0.0"
"2022-10-04","5.83","506586.44","155.0","92322.4","0.39","14.04","2396.9","42082.91","159.06","16711.27","43.94","3638.37","37.6","4219.16","85.21","134.42","29.31","487.64","17.97","18591.3","","","","","","","118.56","5011.52","33.49","917.5","31.12","1152.98","36.97","2473.34","56.71","1156.57","29.27","631.03","2.47","63.16","3.99","119.22","0.06","716012.34","0.12","310330.63","0.0","23675.0"
"2022-02-22","8.14","444590.91","121.16","92086.53","0.68","22.73","1474.01","27023.99","137.32","13512.18","69.05","3954.83","27.97","2178.25","81.53","124.48","21.86","388.83","27.91","26384.93","","","","","","","96.71","3877.9","28.98","778.87","25.27","836.09","24.49","1682.44","54.57","1020.62","32.48","577.33","2.05","33.71","8.57","86.23","0.04","679916.73","0.16","300830.17","0.0","29925.0"
"2020-07-11","","","14.27","6074.97","0.5","7.67","500.95","9024.34","68.01","6185.32","","","","","27.82","52.54","6.67","104.02","","","","","","","","","95.77","3972.5","22.14","524.72","","","","","","","","","","","","","","","","","",""
"2024-07-28","0.97","11679.92","153.56","16017.94","0.78","19.8","4517.45","45136.0","136.04","10171.59","1.18","243.24","43.17","1777.77","105.56","181.43","44.81","1400.6","","","","","","","","","82.15","2946.14","21.76","503.61","32.64","1403.82","22.82","1027.64","24.95","730.07","7.92","227.79","1.77","16.17","0.86","29.84","","","","","",""
"2020-12-31","7.29","726812.75","198.6","180075.72","0.48","11.06","767.98","15428.54","128.96","12676.07","84.0","7384.56","6.54","1834.04","45.83","77.05","7.21","117.78","25.71","26648.18","44.64","1656.39","110.45","1885.65","3.67","110.93","123.62","5021.71","31.15","823.09","","","","","","","","","","","","","","","","","",""
"2024-01-30","10.68","679318.72","243.98","184459.58","0.68","23.08","3883.08","63398.15","171.31","22621.62","104.71","6555.26","13.43","3331.28","106.0","184.15","37.21","970.33","29.16","31268.21","","","","","","","91.73","3862.5","23.22","642.37","30.58","1358.22","39.75","3892.89","29.04","733.8","13.77","489.57","0.9","17.76","1.11","58.34","0.07","706496.82","0.11","291156.93","0.0","42760.0"
"2022-03-13","0.5","4215.01","31.52","6899.62","0.49","15.92","1704.03","23152.81","136.8","8639.46","1.47","104.59","7.3","368.72","95.45","142.38","19.58","228.75","","","","","","","","","106.35","4057.92","28.87","735.59","26.07","764.9","20.83","776.8","52.38","961.56","23.44","330.99","2.87","42.42","10.12","65.98","","","","","",""
"2021-12-25","1.09","10686.37","40.46","11717.68","0.82","25.67","1448.92","22122.87","132.69","9373.8","30.66","1357.5","9.03","1137.44","88.98","130.58","16.34","242.59","","","","","","","","","100.8","3849.95","27.38","687.09","22.1","646.97","16.38","820.04","47.81","932.47","22.7","308.34","2.14","37.97","4.94","63.87","","","","","",""
"2021-01-06","6.32","396123.26","119.45","104962.87","0.36","8.9","795.3","16315.32","121.71","10857.3","139.29","4574.08","27.01","2678.97","45.34","76.04","9.3","129.76","28.12","23333.35","37.79","1461.93","97.49","1652.7","4.86","167.03","116.84","5072.33","27.92","771.79","","","","","","","","","","","","","","","","","",""
"2022-03-28","9.97","885813.21","204.34","216612.78","0.96","30.46","1713.71","30755.25","166.02","16003.54","87.73","7272.73","57.66","3063.24","85.98","128.43","23.29","388.08","30.24","30549.73","","","","","","","96.25","3961.04","30.81","870.18","48.63","1581.31","41.07","2111.68","81.0","1665.05","45.64","776.15","2.39","38.08","9.73","72.5","0.05","636437.65","0.09","287129.98","0.01","35480.0"
"2022-05-13","8.62","603407.17","130.02","123412.16","0.47","16.5","1943.36","37429.32","153.13","14727.24","255.94","4023.83","17.44","1722.02","91.04","139.3","29.19","518.0","22.98","24915.38","","","","","","","112.03","4684.13","33.06","912.87","19.05","651.74","22.34","1279.35","47.72","932.1","23.58","404.0","1.86","32.34","3.94","73.57","0.07","676082.41","0.08","223562.29","0.01","33367.99"
"2021-09-11","1.03","8503.7","35.07","10469.32","0.65","15.53","1178.8","20129.85","116.24","8944.78","129.59","2726.31","7.51","555.54","65.18","98.81","18.45","377.42","","","29.55","1219.97","72.09","1237.7","6.24","55.65","108.16","4439.54","28.75","756.57","","","","","","","","","","","","","","","","","",""
"2022-02-23","7.87","441799.74","122.62","92293.73","0.66","21.28","1421.16","24444.21","135.56","12789.1","81.75","6240.16","13.39","1612.51","85.29","131.42","20.44","363.21","24.94","24785.86","","","","","","","101.04","4001.72","29.28","772.16","25.25","827.5","20.02","1412.48","55.99","1045.64","34.89","562.8","2.03","32.51","7.61","80.09","0.05","679792.27","0.08","176363.2","0.0","22495.0"
"2024-08-09","9.78","700300.7","293.55","144561.55","0.49","16.51","4999.0","71679.83","159.59","20618.9","142.82","7401.58","51.61","4743.98","105.7","186.56","69.3","3007.86","20.51","23106.15","","","","","","","105.72","4702.59","31.31","793.78","32.46","1532.61","45.36","3468.64","29.79","830.26","13.0","478.23","2.52","16.2","1.26","55.61","0.09","748223.15","0.07","298514.63","0.0","24525.0"
"2023-04-10","12.34","769848.06","259.51","155181.19","0.38","15.66","3066.42","57032.84","185.26","21602.86","91.19","3262.69","136.95","16533.42","96.71","161.0","41.18","802.29","44.78","45490.97","","","","","","","124.97","5715.76","38.46","1167.32","60.37","2268.08","61.79","3828.59","74.82","1770.8","39.06","875.27","1.34","32.15","1.58","59.25","0.09","813939.18","0.11","331503.62","0.01","34455.0"
"2022-06-09","7.46","422264.75","159.11","97593.38","1.36","37.19","2042.38","36686.89","156.14","16130.25","124.92","4887.49","24.14","2142.75","95.09","146.23","30.15","560.86","23.33","23129.65","","","","","","","120.09","5177.66","42.86","1135.86","28.04","978.87","21.64","1693.34","58.24","1172.63","29.59","519.48","2.56","47.82","3.73","87.53","0.07","675885.15","0.08","211371.82","0.01","24970.0"
"2024-01-27","2.33","25305.78","131.06","25107.0","0.71","24.43","3814.49","49962.28","152.7","14631.55","74.4","1293.23","4.45","680.09","112.35","182.9","35.55","826.67","0.0","0.0","","","","","","","91.8","3751.14","22.95","620.97","32.61","1250.29","30.91","1702.06","28.76","748.2","10.15","269.64","0.94","18.47","0.73","27.5","","","","","",""
"2021-06-01","5.43","449362.83","237.69","98894.42","0.55","16.24","978.07","21837.51","117.92","12615.42","87.42","4238.43","19.39","2784.12","41.62","73.99","13.6","207.22","16.58","18119.89","31.38","1505.43","73.62","1293.71","2.95","85.11","97.97","4620.35","30.12","917.45","","","","","","","","","","","","","0.05","519269.67","0.17","393004.25","0.0","10160.0"
"2024-08-23","10.47","792906.55","267.82","146544.7","0.72","20.61","4615.79","60477.73","135.7","18954.58","119.55","6914.69","17.96","3282.48","111.15","190.62","61.2","2832.87","20.45","25325.95","","","","","","","84.92","3413.02","31.58","770.03","32.81","1424.84","40.74","2896.65","27.36","713.84","11.54","462.52","2.85","14.84","1.35","83.67","0.09","766218.21","0.12","285336.23","0.0","24000.21"
"2022-06-14","7.99","459557.6","140.52","100024.98","1.4","37.89","1986.69","34441.89","152.39","15058.67","66.28","5187.46","12.22","2066.55","87.53","135.29","31.68","613.04","27.47","26287.97","","","","","","","111.09","4627.98","39.18","1041.11","27.65","894.97","28.25","2022.26","56.47","1099.34","30.0","532.32","2.34","40.82","4.13","92.04","0.06","675132.23","0.08","239687.64","0.01","41879.0"
"2023-05-06","7.85","242877.49","182.01","87488.04","0.37","15.68","3196.78","53437.16","169.53","18309.26","71.95","3435.38","36.43","3635.51","111.21","179.23","35.34","615.76","26.65","27099.34","","","","","","","118.94","5351.84","34.69","1005.37","31.82","1170.99","39.57","2385.28","41.04","918.37","16.9","431.18","1.05","25.79","1.1","36.01","0.0","9460.09","","","",""
"2022-07-12","7.86","416837.79","146.93","95511.83","0.6","18.53","2011.21","35038.16","152.64","14678.2","90.44","3761.38","24.5","2297.03","80.06","124.14","31.85","650.66","28.98","26485.27","","","","","","","112.09","4690.19","39.54","1085.28","26.12","869.87","27.58","1800.29","53.83","1035.53","28.87","557.85","2.17","40.28","4.02","105.22","0.06","658230.07","0.07","189571.89","0.01","38395.0"
"2020-06-14","","","10.83","2674.32","0.39","5.53","435.87","7238.23","57.41","4388.98","","","","","26.58","50.28","5.4","73.03","","","","","","","","","80.5","2920.07","24.32","449.29","","","","","","","","","","","","","","","","","",""
"2022-10-03","8.14","762550.62","199.87","125748.24","0.48","17.74","2480.21","47218.26","177.31","19480.96","61.67","2629.33","57.05","3765.42","86.35","135.59","31.39","538.37","22.85","23070.7","","","","","","","129.82","5720.34","41.22","1153.88","49.08","1837.66","54.6","3445.35","83.08","1824.99","47.05","1043.46","2.56","68.17","3.98","133.01","0.07","759605.6","0.12","386248.9","0.0","29520.0"
"2020-10-30","","","35.73","29253.25","0.42","9.08","671.68","12259.09","105.78","9568.04","","","","","42.68","74.74","6.15","98.63","","","","","","","","","106.22","4353.94","20.26","529.53","","","","","","","","","","","","","","","","","",""
"2022-09-03","6.21","165259.85","137.11","68900.55","0.35","13.22","2343.42","41387.77","161.17","16840.99","91.4","4749.37","54.11","3630.83","92.4","146.42","28.11","447.05","22.94","21916.67","","","","","","","122.89","5411.95","35.2","932.41","35.97","1213.92","52.11","2917.78","60.77","1289.33","34.91","724.25","3.63","99.67","7.07","241.63","0.0","5485.89","0.0","0.0","0.0","0.0"
